,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,参考相場,,,,,
,米ドル,英ポンド,ユーロ,カナダドル,スイスフラン,スウェーデンクローネ,デンマーククローネ,ノルウェークローネ,オーストラリアドル,ニュージーランドドル,南アフリカランド,バーレーンディナール,インドネシアルピア,中国人民元,香港ドル,インドルピー,マレーシアリンギ,フィリピンペソ,シンガポールドル,韓国ウォン,タイバーツ,クウェートディナール,サウジアラビアリアル,UAEディルハム,メキシコペソ,パプアニューギニアキナ,ハンガリーフォリント,チェココロナ,ポーランドズロチ,トルコリラ,,インドネシアルピア,中国人民元,マレーシアリンギ,韓国ウォン,台湾ドル,ロシアルーブル
,USD,GBP,EUR,CAD,CHF,SEK,DKK,NOK,AUD,NZD,ZAR,BHD,IDR(100),CNY,HKD,INR,MYR,PHP,SGD,KRW(100),THB,KWD,SAR,AED,MXN,PGK,HUF,CZK,PLN,TRY,,IDR(100),CNY,MYR,KRW(100),TWD,RUB
2011/8/17,76.81,126.18,110.37,78.11,96.66,11.99,14.82,14.11,80.39,64.01,10.75,203.96,*****,*****,9.86,1.7,*****,1.82,63.83,*****,2.57,281.98,20.49,20.91,6.26,34.33,0.41,4.53,26.64,43.23,,0.9,12.02,25.74,7.16,2.66,2.67
2011/8/18,76.69,126.66,110.49,78.11,96.98,12.1,14.84,14.23,80.81,64.13,10.81,203.69,*****,*****,9.84,1.69,*****,1.8,63.67,*****,2.56,281.64,20.46,20.89,6.3,34.17,0.41,4.54,26.72,43.36,,0.9,11.98,25.8,7.15,2.66,2.66
2011/8/19,76.93,126.84,110.2,77.63,96.77,11.93,14.8,14.04,79.71,63.07,10.69,204.28,*****,*****,9.87,1.69,*****,1.81,63.38,*****,2.58,282.52,20.52,20.95,6.27,34.31,0.4,4.51,26.35,43.17,,0.9,12.03,25.73,7.11,2.65,2.64
2011/8/22,76.75,126.5,110.26,77.49,97.51,12,14.81,14.02,79.84,62.86,10.66,203.8,*****,*****,9.84,1.68,*****,1.8,63.42,*****,2.57,281.75,20.47,20.9,6.24,34.23,0.41,4.52,26.38,42.88,,0.9,11.99,25.79,7.07,2.65,2.63
2011/8/23,76.83,126.5,110.33,77.58,97.29,12.07,14.81,14.09,79.92,63.15,10.64,204.01,*****,*****,9.85,1.69,*****,1.81,63.64,*****,2.57,282.26,20.49,20.92,6.23,34.24,0.41,4.52,26.51,43.07,,0.9,12.01,25.86,7.09,2.65,2.64
2011/8/24,76.89,126.8,110.82,77.75,96.85,12.15,14.88,14.15,80.76,63.9,10.71,204.17,*****,*****,9.86,1.69,*****,1.82,63.88,*****,2.57,282.37,20.51,20.94,6.24,34.27,0.41,4.54,26.75,43.45,,0.9,12.02,25.93,7.12,2.66,2.65
2011/8/25,77,126.03,110.92,77.94,96.79,12.16,14.89,14.17,80.59,63.73,10.61,204.52,*****,*****,9.88,1.68,*****,1.81,63.8,*****,2.58,282.98,20.54,20.97,6.18,34.88,0.41,4.54,26.66,43.22,,0.9,12.05,25.86,7.1,2.66,2.66
2011/8/26,77.45,126.19,111.54,78.49,97.59,12.28,14.98,14.32,81.31,64.33,10.7,205.71,*****,*****,9.93,1.69,*****,1.82,64.1,*****,2.59,284.64,20.66,21.09,6.2,34.7,0.41,4.61,26.78,44.15,,0.91,12.11,25.89,7.14,2.67,2.68
2011/8/29,76.76,125.49,111.08,78.21,94.85,12.18,14.91,14.3,81.28,64.52,10.75,203.88,*****,*****,9.85,1.67,*****,1.82,63.77,*****,2.57,282.31,20.48,20.89,6.17,34.16,0.41,4.63,26.7,43.91,,0.9,12,25.78,7.11,2.65,2.66
2011/8/30,76.92,126.19,111.63,78.77,94.01,12.22,14.98,14.4,82.11,65.49,10.92,204.25,*****,*****,9.87,1.68,*****,1.81,63.84,*****,2.57,283.11,20.52,20.95,6.18,34.61,0.41,4.65,26.95,44.45,,0.9,12.04,25.8,7.17,2.65,2.67
2011/8/31,76.73,125.15,110.68,78.33,93.72,12.05,14.86,14.31,81.86,65.33,10.85,203.74,*****,*****,9.84,1.67,*****,1.81,63.54,*****,2.55,281.99,20.47,20.9,6.12,34.22,0.41,4.61,26.68,44.3,,0.9,12.02,25.74,7.14,2.64,2.66
2011/9/1,77.01,125.04,110.56,78.68,95.5,12.14,14.85,14.35,82.29,65.57,11.02,204.49,*****,*****,9.89,1.68,*****,1.82,63.97,*****,2.57,283.13,20.54,20.97,6.25,34.65,0.41,4.6,26.69,44.89,,0.91,12.06,25.83,7.23,2.66,2.67
2011/9/2,76.97,124.66,109.91,78.85,96.88,12.03,14.76,14.27,82.57,65.6,11.02,204.38,*****,*****,9.89,1.69,*****,1.82,63.96,*****,2.56,282.56,20.53,20.96,6.25,34.64,0.4,4.56,26.49,44.71,,0.9,12.05,25.94,7.24,2.66,2.65
2011/9/5,76.82,124.16,108.65,77.79,97.18,11.95,14.59,14.18,81.26,64.71,10.86,203.98,*****,*****,9.86,1.68,*****,1.82,63.63,*****,2.57,281.7,20.49,20.92,6.19,34.95,0.4,4.47,25.93,43.84,,0.9,12.02,25.84,7.18,2.65,2.63
2011/9/6,76.96,123.81,108.27,77.64,98.03,11.89,14.54,14.12,81.02,63.84,10.77,204.35,*****,*****,9.88,1.68,*****,1.82,63.66,*****,2.58,282.01,20.53,20.96,6.15,34.63,0.39,4.43,25.63,43.38,,0.9,12.04,25.79,7.18,2.65,2.61
2011/9/7,77.48,123.53,108.6,78.28,90.02,12.01,14.58,14.41,81.61,63.99,10.82,205.74,*****,*****,9.94,1.69,*****,1.83,64.05,*****,2.59,283.6,20.67,21.1,6.2,34.66,0.39,4.45,25.68,44.01,,0.91,12.12,25.96,7.22,2.67,2.62
2011/9/8,77.38,123.47,108.83,78.53,90.1,12.14,14.61,14.35,82.34,64.47,10.85,205.47,*****,*****,9.93,1.68,*****,1.83,64.07,*****,2.59,282.51,20.64,21.07,6.2,34.82,0.39,4.44,25.94,44.02,,0.91,12.1,25.94,7.22,2.67,2.62
2011/9/9,77.57,123.95,107.95,78.51,88.94,12.1,14.5,14.36,82.33,64.81,10.82,205.97,*****,*****,9.95,1.68,*****,1.83,63.9,*****,2.59,282.69,20.69,21.13,6.21,34.91,0.39,4.45,25.32,43.94,,0.91,12.14,25.9,7.21,2.66,2.61
2011/9/12,77.58,123.05,105.41,77.7,87.42,11.82,14.16,13.96,80.67,63.4,10.63,206,*****,*****,9.95,1.67,*****,1.83,62.88,*****,2.58,282.21,20.69,21.13,6.12,34.91,0.38,4.32,24.64,43.19,,0.91,12.14,25.71,7.08,2.65,2.57
2011/9/13,77.16,122.24,105.21,77.7,87.35,11.49,14.13,13.69,79.68,63.41,10.41,204.89,*****,*****,9.89,1.64,*****,1.8,62.38,*****,2.56,280.17,20.58,21.01,6,34.72,0.37,4.29,24.31,43.14,,0.9,12.07,25.31,6.99,2.64,2.55
2011/9/14,76.95,121.55,105.4,78.11,87.52,11.57,14.16,13.72,79.77,63.55,10.56,204.27,*****,*****,9.86,1.62,*****,1.79,62.2,*****,2.56,279.82,20.52,20.96,5.98,34.4,0.37,4.3,24.38,43.6,,0.89,12.03,25.17,7.04,2.61,2.55
2011/9/15,76.7,120.91,105.39,77.43,87.52,11.45,14.15,13.55,78.86,62.76,10.34,203.72,*****,*****,9.84,1.61,*****,1.78,61.81,*****,2.54,278.61,20.46,20.89,5.95,34.52,0.37,4.31,23.98,43.18,,0.88,11.99,25,6.97,2.6,2.52
2011/9/16,76.82,121.27,106.38,77.95,88.17,11.64,14.29,13.79,79.15,63.14,10.39,203.98,*****,*****,9.86,1.62,*****,1.78,61.71,*****,2.54,279.45,20.49,20.92,5.95,29.58,0.37,4.35,24.64,43.14,,0.88,12.03,24.88,6.91,2.61,2.53
2011/9/20,76.65,120.18,104.53,77.3,86.66,11.44,14.04,13.47,78.11,62.94,9.94,203.59,*****,*****,9.83,1.61,*****,1.77,60.72,*****,2.5,278.22,20.45,20.87,5.81,34.49,0.36,4.25,23.97,42.26,,0.87,12.01,24.5,6.68,2.58,2.45
2011/9/21,76.26,120.02,104.52,76.81,85.97,11.55,14.04,13.55,78.3,62.69,9.89,202.5,*****,*****,9.79,1.59,*****,1.76,60.5,*****,2.51,276.91,20.34,20.77,5.78,34.32,0.36,4.22,23.9,42.67,,0.87,11.94,24.46,6.65,2.56,2.43
2011/9/22,76.75,118.89,104.08,76.01,85.16,11.32,13.98,13.37,77.06,61.25,9.37,203.85,*****,*****,9.85,1.6,*****,1.76,59.64,*****,2.51,278.18,20.47,20.89,5.62,34.54,0.36,4.19,23.47,42.13,,0.86,12.04,24.37,6.52,2.55,2.42
2011/9/26,76.64,118.44,102.94,74.34,84.3,11.05,13.84,13.08,74.92,59.38,9.42,203.51,*****,*****,9.82,1.56,*****,1.76,58.96,*****,2.48,276.58,20.44,20.87,5.62,34.79,0.36,4.16,23.48,41.74,,0.86,12.01,24.11,6.45,2.53,2.38
2011/9/27,76.32,118.56,102.88,74.36,84.51,11.18,13.83,13.21,74.68,59.33,9.47,202.71,*****,*****,9.79,1.55,*****,1.75,58.92,*****,2.46,274.63,20.36,20.78,5.64,34.34,0.35,4.19,23.32,41.22,,0.85,11.97,24.11,6.43,2.51,2.36
2011/9/28,76.48,119.52,103.79,74.69,85.13,11.31,13.95,13.25,75.55,60.13,9.72,203.08,*****,*****,9.81,1.57,*****,1.77,59.43,*****,2.48,276.2,20.4,20.83,5.71,34.42,0.36,4.26,23.68,41.37,,0.87,11.99,24.36,6.51,2.53,2.41
2011/9/29,76.46,118.98,103.48,73.87,84.88,11.22,13.91,13.17,74.4,59.1,9.63,203.03,*****,*****,9.81,1.57,*****,1.75,58.84,*****,2.46,276.63,20.39,20.82,5.63,34.22,0.36,4.23,23.24,41.04,,0.86,12.02,24.01,6.47,2.51,2.4
2011/9/30,76.63,119.73,104.04,73.92,85.36,11.26,13.99,13.22,75.14,58.93,9.6,203.53,*****,*****,9.83,1.57,*****,1.76,59.13,*****,2.46,277.24,20.44,20.87,5.6,34.33,0.36,4.24,23.49,41.33,,0.87,12.04,24.09,6.5,2.52,2.4
2011/10/3,77.15,120.15,102.99,73.58,84.83,11.19,13.85,13.11,74.63,58.75,9.51,204.86,*****,*****,9.9,1.58,*****,1.77,58.92,*****,2.47,279.23,20.58,21.01,5.56,34.72,0.35,4.18,23.29,41.51,,0.88,12.14,24.08,6.45,2.53,2.4
2011/10/4,76.75,118.46,101.22,72.77,83.41,11.08,13.6,12.99,72.8,57.57,9.28,203.85,*****,*****,9.85,1.57,*****,1.75,58.14,*****,2.46,277.18,20.47,20.9,5.46,34.54,0.34,4.08,22.97,40.57,,0.86,12.08,23.91,6.36,2.51,2.34
2011/10/5,76.75,118.37,101.9,72.64,83.41,11.15,13.7,12.99,73,58.12,9.43,203.85,*****,*****,9.86,1.56,*****,1.75,58.58,*****,2.47,276.58,20.47,20.9,5.57,34.54,0.34,4.11,23.21,40.56,,0.86,12.08,24.05,6.43,2.51,2.34
2011/10/6,76.8,118.79,102.47,73.71,83.17,11.2,13.76,13.13,74.15,58.83,9.62,203.93,*****,*****,9.87,1.56,*****,1.76,58.95,*****,2.47,276.76,20.49,20.91,5.65,34.56,0.35,4.16,23.42,41.1,,0.86,12.09,24.2,6.48,2.51,2.36
2011/10/7,76.72,118.34,102.83,73.85,83.29,11.25,13.82,13.15,74.77,59.14,9.68,203.77,*****,*****,9.86,1.56,*****,1.76,59.06,*****,2.48,276.77,20.46,20.89,5.71,34.52,0.35,4.16,23.52,41.59,,0.86,12.07,24.25,6.48,2.51,2.37
2011/10/11,76.74,120.05,104.59,74.7,84.8,11.53,14.06,13.46,76.55,60.03,9.77,203.77,*****,*****,9.86,1.57,*****,1.77,60.09,*****,2.49,277.44,20.47,20.9,5.78,34.5,0.36,4.25,24.31,42.01,,0.87,12.07,24.69,6.6,2.52,2.44
2011/10/12,76.71,119.32,104.38,74.36,84.29,11.46,14.02,13.43,76.09,59.64,9.65,203.75,*****,*****,9.86,1.56,*****,1.77,59.49,*****,2.48,277.73,20.46,20.89,5.73,34.67,0.36,4.21,24.25,41.66,,0.86,12.08,24.3,6.52,2.53,2.43
2011/10/13,77.18,121.56,106.44,75.8,86.14,11.67,14.3,13.72,78.82,61.44,9.86,204.94,*****,*****,9.92,1.58,*****,1.78,60.5,*****,2.51,279.74,20.59,21.02,5.82,33.96,0.37,4.3,24.81,42.39,,0.87,12.14,24.68,6.68,2.55,2.48
2011/10/14,76.98,121.07,105.67,75.25,85.5,11.54,14.2,13.66,78.2,60.96,9.76,204.46,*****,*****,9.9,1.57,*****,1.78,60.4,*****,2.5,279.01,20.53,20.96,5.72,35.18,0.36,4.28,24.59,41.86,,0.87,12.08,24.54,6.61,2.54,2.46
2011/10/17,77.3,122.1,107.11,76.41,86.56,11.75,14.39,13.9,79.75,62.1,9.85,205.26,*****,*****,9.94,1.58,*****,1.79,61.19,*****,2.52,280.17,20.62,21.05,5.83,35.09,0.37,4.34,24.93,42.17,,0.88,12.12,24.85,6.72,2.56,2.5
2011/10/18,76.88,121.24,105.8,75.23,85.73,11.56,14.22,13.68,78.33,61,9.63,204.14,*****,*****,9.88,1.57,*****,1.79,60.57,*****,2.51,279.67,20.51,20.93,5.7,34.98,0.36,4.27,24.34,41.22,,0.87,12.07,24.69,6.69,2.55,2.49
2011/10/19,76.69,120.57,105.57,75.61,85.43,11.56,14.18,13.65,78.66,60.91,9.6,203.69,*****,*****,9.86,1.56,*****,1.78,60.54,*****,2.51,278.97,20.46,20.88,5.74,34.89,0.36,4.24,24.28,41.31,,0.87,12.03,24.6,6.71,2.55,2.46
2011/10/20,76.87,121.22,105.78,75.45,85.13,11.61,14.21,13.69,78.77,61,9.54,204.12,*****,*****,9.88,1.57,*****,1.78,60.74,*****,2.5,279.63,20.5,20.93,5.71,34.98,0.36,4.26,24.32,41.15,,0.87,12.06,24.68,6.78,2.55,2.47
2011/10/21,76.86,121.29,105.79,75.6,85.93,11.6,14.22,13.7,78.64,61.03,9.41,204.14,*****,*****,9.88,1.55,*****,1.78,60.34,*****,2.49,279.39,20.5,20.93,5.63,34.97,0.35,4.23,23.99,41.4,,0.87,12.08,24.5,6.67,2.55,2.46
2011/10/24,76.38,121.72,105.73,75.72,86.47,11.57,14.21,13.73,79.02,61.31,9.47,202.87,*****,*****,9.82,1.53,*****,1.76,59.92,*****,2.46,277.85,20.37,20.8,5.61,34.68,0.36,4.25,24.08,41.54,,0.87,12,24.32,6.7,2.53,2.45
2011/10/25,76.25,121.92,106.04,75.9,86.58,11.64,14.25,13.8,79.74,61.4,9.69,202.42,*****,*****,9.8,1.54,*****,1.76,60.26,*****,2.48,277.27,20.34,20.77,5.71,34.72,0.36,4.28,24.31,42.27,,0.86,12,24.42,6.74,2.54,2.49
2011/10/26,76.13,121.93,105.93,74.8,86.71,11.62,14.23,13.78,78.95,60.65,9.61,202.1,*****,*****,9.79,1.54,*****,1.77,60.13,*****,2.48,277.04,20.31,20.73,5.64,34.84,0.36,4.24,24.34,42.79,,0.86,12,24.35,6.73,2.53,2.5
2011/10/27,76.28,121.86,106.05,76.06,86.58,11.7,14.25,13.84,79.41,61.07,9.59,202.5,*****,*****,9.81,1.55,*****,1.77,60.1,*****,2.47,277.48,20.35,20.77,5.7,35.17,0.35,4.25,24.27,43.36,,0.86,12.02,24.3,6.74,2.54,2.49
2011/10/28,75.99,122.25,107.72,76.61,88.23,11.98,14.48,14.05,81.44,62.61,9.84,201.73,*****,*****,9.78,1.55,*****,1.78,61.2,*****,2.5,277.34,20.27,20.69,5.8,34.99,0.36,4.38,25.16,43.52,,0.86,11.97,24.78,6.89,2.54,2.54
2011/10/31,75.76,122.12,107.17,76.28,87.86,11.88,14.4,13.95,80.99,62.22,9.8,201.17,*****,*****,9.76,1.57,*****,1.78,60.89,*****,2.47,277,20.21,20.63,5.8,35.23,0.35,4.35,24.8,43.37,,0.86,11.97,24.72,6.88,2.54,2.54
2011/11/1,78.34,125.96,108.49,78.43,89.13,12.02,14.57,14.11,82.66,63.46,9.84,207.96,*****,*****,10.08,1.61,*****,1.84,62.46,*****,2.54,284.98,20.9,21.33,5.87,36.35,0.36,4.37,24.67,44.25,,0.89,12.39,25.37,7.04,2.62,2.59
2011/11/2,78.3,124.89,107.09,76.64,88.17,11.83,14.39,13.81,80.6,62,9.66,207.86,*****,*****,10.08,1.59,*****,1.84,61.19,*****,2.53,284.31,20.89,21.32,5.76,36.17,0.35,4.26,24.09,43.7,,0.88,12.37,24.87,6.92,2.61,2.54
2011/11/4,78.08,124.97,107.78,77.3,88.78,11.87,14.48,13.94,81.2,62.04,9.89,207.33,*****,*****,10.05,1.59,*****,1.81,61.65,*****,2.55,283.41,20.83,21.26,5.85,36.38,0.36,4.33,24.93,44.58,,0.87,12.35,25.01,7.01,2.59,2.56
2011/11/7,78.16,125.22,107.7,76.77,87.84,11.89,14.48,13.94,81.21,62.31,9.89,207.49,*****,*****,10.06,1.6,*****,1.82,61.74,*****,2.55,283.81,20.85,21.28,5.83,36.46,0.35,4.33,24.64,44.31,,0.88,12.37,25.12,7.02,2.61,2.54
2011/11/8,78.09,125.36,107.37,76.97,86.33,11.9,14.42,13.93,80.83,62.15,9.82,207.3,*****,*****,10.05,1.6,*****,1.82,61.54,*****,2.55,283.04,20.83,21.27,5.82,35.92,0.35,4.29,24.58,43.95,,0.87,12.35,25,7,2.59,2.56
2011/11/9,77.71,125.12,107.46,77.03,86.9,11.89,14.43,13.9,80.73,61.99,9.91,205.91,*****,*****,10,1.58,*****,1.8,61.36,*****,2.54,282.27,20.73,21.16,5.83,36.29,0.35,4.25,24.79,43.92,,0.87,12.29,25,6.98,2.59,2.57
2011/11/10,77.85,123.91,105.32,76.03,85.5,11.63,14.15,13.57,78.8,60.7,9.66,206.66,*****,*****,10.01,1.56,*****,1.81,60.24,*****,2.53,282.17,20.77,21.19,5.7,36.43,0.34,4.14,23.9,43.25,,0.87,12.32,24.71,6.85,2.58,2.54
2011/11/11,77.6,123.5,105.44,76.19,85.53,11.59,14.17,13.59,78.59,60.23,9.7,206,*****,*****,9.97,1.55,*****,1.79,59.98,*****,2.52,281.26,20.7,21.13,5.74,36.36,0.34,4.11,23.81,43.32,,0.87,12.25,24.63,6.86,2.57,2.54
2011/11/14,77.25,124.06,106.29,76.37,85.77,11.7,14.29,13.74,79.57,60.9,9.8,205.07,*****,*****,9.93,1.55,*****,1.79,60.32,*****,2.51,281.01,20.6,21.03,5.75,36.15,0.34,4.16,24.32,43.56,,0.86,12.2,24.66,6.89,2.56,2.55
2011/11/15,77.15,122.75,105.14,75.88,84.87,11.53,14.13,13.5,78.86,59.86,9.64,204.8,*****,*****,9.92,1.54,*****,1.79,59.89,*****,2.51,280.65,20.58,21.01,5.71,36.14,0.33,4.08,23.86,43.23,,0.86,12.19,24.57,6.85,2.56,2.53
2011/11/16,77.1,121.84,104.14,75.37,83.98,11.44,13.99,13.4,78.22,59.36,9.43,204.67,*****,*****,9.91,1.53,*****,1.78,59.59,*****,2.5,280.36,20.56,20.99,5.68,36.12,0.33,4.06,23.53,42.81,,0.86,12.15,24.41,6.8,2.56,2.51
2011/11/17,77.06,120.97,103.5,75.11,83.54,11.29,13.91,13.27,77.45,58.85,9.39,204.57,*****,*****,9.9,1.52,*****,1.78,59.25,*****,2.49,278.7,20.55,20.98,5.66,36.14,0.33,4.03,23.4,42.63,,0.86,12.13,24.36,6.74,2.56,2.5
2011/11/18,77.03,121.31,103.64,74.84,83.57,11.31,13.93,13.25,76.99,58.48,9.38,204.49,*****,*****,9.89,1.52,*****,1.78,59.41,*****,2.5,279.2,20.55,20.97,5.61,36.11,0.34,4.07,23.45,42.25,,0.86,12.12,24.39,6.76,2.56,2.5
2011/11/21,76.92,121.16,104.09,74.75,83.83,11.34,13.98,13.28,76.7,58.05,9.41,204.19,*****,*****,9.88,1.5,*****,1.77,59.24,*****,2.49,278.8,20.52,20.94,5.59,36.05,0.34,4.1,23.58,42.11,,0.86,12.1,24.28,6.76,2.55,2.49
2011/11/22,77,120.54,103.9,74.1,83.98,11.31,13.96,13.28,75.95,57.63,9.24,204.41,*****,*****,9.88,1.48,*****,1.78,59.19,*****,2.46,278.08,20.54,20.97,5.5,36.04,0.34,4.07,23.29,41.45,,0.86,12.12,24.21,6.73,2.54,2.47
2011/11/24,77.11,119.77,102.97,73.61,83.86,11.16,13.85,13.16,74.88,57.13,8.98,204.7,*****,*****,9.89,1.48,*****,1.78,58.86,*****,2.45,278.68,20.57,21,5.46,36.06,0.33,4.02,22.97,41.26,,0.85,12.14,24.21,6.65,2.54,2.45
2011/11/25,77.37,119.65,103.02,73.77,83.96,11.13,13.86,13.13,75.04,57.32,9.08,205.5,*****,*****,9.92,1.49,*****,1.77,59.06,*****,2.48,279.41,20.64,21.07,5.45,36.13,0.33,4.01,22.88,41.35,,0.86,12.17,24.25,6.68,2.55,2.46
2011/11/28,77.67,120.3,103.19,74.53,83.62,11.15,13.88,13.17,76.26,58.2,9.17,206.19,*****,*****,9.96,1.49,*****,1.77,59.5,*****,2.49,280.5,20.72,21.14,5.49,36.19,0.33,3.95,22.79,41.37,,0.86,12.22,24.31,6.71,2.55,2.47
2011/11/29,78.21,121.12,103.97,75.53,84.62,11.21,13.98,13.24,77.37,58.84,9.32,207.62,*****,*****,10.03,1.51,*****,1.79,60.11,*****,2.5,282.45,20.86,21.3,5.58,36.52,0.34,4.05,23.03,42.03,,0.86,12.3,24.59,6.77,2.58,2.49
2011/11/30,78.13,121.92,104.15,75.74,84.9,11.35,14.01,13.38,78.59,59.68,9.38,207.41,*****,*****,10.04,1.51,*****,1.79,60.47,*****,2.49,282.16,20.84,21.27,5.67,36.5,0.34,4.08,23.03,42.26,,0.86,12.29,24.65,6.85,2.58,2.49
2011/12/1,77.66,121.85,104.36,76.22,84.94,11.48,14.04,13.46,79.33,60.38,9.56,206.16,*****,*****,9.99,1.49,*****,1.78,60.45,*****,2.52,280.26,20.71,21.15,5.71,35.72,0.34,4.13,23.26,42.52,,0.85,12.23,24.71,6.88,2.56,2.53
2011/12/2,77.76,121.99,104.79,76.69,84.94,11.5,14.1,13.41,79.63,60.78,9.64,206.42,*****,*****,10.01,1.51,*****,1.8,60.63,*****,2.52,281.03,20.74,21.17,5.72,36.28,0.34,4.17,23.34,42.54,,0.87,12.27,24.82,6.9,2.59,2.53
2011/12/5,78.1,121.89,104.7,76.8,84.78,11.58,14.09,13.51,79.94,60.9,9.78,207.33,*****,*****,10.05,1.53,*****,1.81,60.87,*****,2.54,282.05,20.83,21.27,5.78,36.43,0.35,4.17,23.39,42.7,,0.87,12.34,24.97,6.92,2.59,2.53
2011/12/6,77.82,121.71,104.24,76.48,84.49,11.51,14.02,13.49,79.79,60.68,9.69,206.58,*****,*****,10.01,1.52,*****,1.8,60.69,*****,2.53,281.14,20.76,21.19,5.76,36.34,0.35,4.15,23.39,42.53,,0.86,12.28,24.84,6.88,2.58,2.52
2011/12/7,77.7,121.22,104.16,76.98,83.95,11.55,14.01,13.52,79.76,60.65,9.69,206.32,*****,*****,10,1.52,*****,1.79,60.58,*****,2.53,280.61,20.72,21.16,5.77,36.36,0.35,4.14,23.36,42.37,,0.86,12.27,24.86,6.89,2.58,2.48
2011/12/8,77.64,121.89,104.09,76.89,83.97,11.56,14,13.52,79.62,60.58,9.69,206.11,*****,*****,9.99,1.51,*****,1.8,60.47,*****,2.53,280.19,20.71,21.14,5.76,36.41,0.34,4.11,23.36,42.41,,0.86,12.26,24.82,6.86,2.58,2.48
2011/12/9,77.74,121.55,103.77,76,84.03,11.47,13.96,13.44,79.11,60.08,9.44,206.43,*****,*****,10,1.5,*****,1.8,60.11,*****,2.53,280.65,20.74,21.17,5.68,36.38,0.34,4.09,22.97,42.2,,0.87,12.28,24.73,6.83,2.57,2.47
2011/12/12,77.67,121.49,103.75,76.15,83.89,11.53,13.96,13.51,79.05,60.08,9.57,206.24,*****,*****,9.98,1.5,*****,1.78,59.92,*****,2.52,280.3,20.72,21.15,5.71,36.35,0.34,4.09,23,42.34,,0.86,12.26,24.66,6.78,2.57,2.47
2011/12/13,77.97,121.58,102.76,75.91,83.16,11.34,13.82,13.36,78.48,59.46,9.43,207.04,*****,*****,10.02,1.48,*****,1.79,59.96,*****,2.51,281.07,20.8,21.23,5.64,36.45,0.34,4.01,22.58,41.79,,0.86,12.32,24.58,6.74,2.58,2.46
2011/12/14,78.02,120.89,101.71,75.47,82.56,11.17,13.68,13.16,78.09,59.05,9.35,207.17,*****,*****,10.03,1.47,*****,1.78,59.76,*****,2.5,281.15,20.81,21.24,5.62,36.59,0.33,3.97,22.17,41.58,,0.86,12.31,24.51,6.73,2.58,2.46
2011/12/15,78.07,120.8,101.4,75.11,81.9,11.17,13.65,13.06,77.27,58.5,9.28,207.3,*****,*****,10.03,1.46,*****,1.77,59.65,*****,2.49,281.33,20.82,21.26,5.63,36.54,0.33,3.96,22.29,41.48,,0.86,12.31,24.45,6.72,2.58,2.45
2011/12/16,77.85,120.87,101.48,75.35,82.85,11.18,13.65,13,77.45,58.99,9.29,206.72,*****,*****,10.01,1.46,*****,1.77,59.69,*****,2.49,279.73,20.76,21.2,5.62,36.51,0.34,4,22.47,41.49,,0.86,12.28,24.47,6.74,2.57,2.45
2011/12/19,77.9,120.74,101.43,74.88,83.08,11.24,13.65,13.07,77.43,59.16,9.27,206.85,*****,*****,10.01,1.48,*****,1.78,59.7,*****,2.48,279.81,20.78,21.21,5.63,36.61,0.33,4.02,22.6,41.31,,0.86,12.3,24.53,6.7,2.57,2.43
2011/12/20,78.03,121.09,101.45,75.21,83.31,11.26,13.65,13.14,77.49,59.07,9.31,207.2,*****,*****,10.03,1.48,*****,1.78,59.74,*****,2.49,280.28,20.81,21.25,5.61,36.67,0.34,4,22.61,40.99,,0.86,12.33,24.5,6.66,2.58,2.43
2011/12/21,77.89,122.06,102.1,75.81,83.71,11.38,13.74,13.24,78.75,59.99,9.5,206.82,*****,*****,10.01,1.48,*****,1.78,60.07,*****,2.5,279.78,20.78,21.22,5.67,36.61,0.34,4,22.95,41.38,,0.86,12.29,24.6,6.73,2.57,2.45
2011/12/22,78.13,122.38,101.87,76.02,83.46,11.35,13.71,13.18,78.78,60.05,9.52,207.52,*****,*****,10.04,1.49,*****,1.79,60.31,*****,2.5,281.14,20.84,21.28,5.66,37.35,0.33,3.99,22.93,41.48,,0.86,12.35,24.62,6.76,2.58,2.46
2011/12/26,77.95,121.56,101.72,76.24,83.24,11.33,13.69,13.07,79.18,60.35,9.55,206.98,*****,*****,10.02,1.48,*****,1.79,60.3,*****,2.5,280.19,20.79,21.22,5.62,36.64,0.33,3.96,22.94,41.01,,0.86,12.33,24.71,6.79,2.58,2.5
2011/12/27,78.03,121.88,101.9,76.5,83.34,11.34,13.71,13.11,79.26,60.44,9.57,207.2,*****,*****,10.03,1.48,*****,1.79,60.37,*****,2.5,280.48,20.81,21.25,5.64,36.67,0.33,3.93,23.05,41.26,,0.86,12.35,24.74,6.77,2.58,2.51
2011/12/28,77.83,121.99,101.75,76.35,83.33,11.37,13.69,13.06,79.01,60.14,9.57,206.72,*****,*****,10.01,1.47,*****,1.78,60,*****,2.48,279.86,20.76,21.19,5.56,36.47,0.33,3.95,23.16,41.03,,0.86,12.32,24.54,6.7,2.57,2.48
2011/12/29,77.94,120.34,100.53,75.94,82.55,11.25,13.53,12.93,78.42,59.72,9.51,206.9,*****,*****,10.03,1.47,*****,1.78,59.9,*****,2.47,279.96,20.79,21.22,5.58,36.63,0.33,3.91,22.89,40.57,,0.86,12.34,24.56,6.73,2.57,2.45
